Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,cluster
3,2061,0,0,21,3940,732,2889,2020,0,4,2,1,6,1,2,0,0,100
0,0,0,0,45,7730,0,152,2613,0,7,1,1,0,1,1,0,1,100
0,87,0,0,13,2963,0,1592,2048,0,6,0,0,1,1,0,0,1,100
2,625,0,0,25,5672,20,1958,1304,0,1,1,1,1,1,2,0,1,100
4,2435,0,0,39,6429,0,2011,1243,0,6,1,1,4,2,1,0,1,100
5,432,0,0,40,4686,411,1122,1288,1,6,1,1,2,1,2,0,1,100
5,1159,0,34,27,4787,283,1083,2382,0,6,0,2,1,3,2,0,0,100
0,20,0,0,30,5082,0,1431,786,0,2,0,1,1,0,2,0,1,100
2,1049,0,0,37,6371,0,298,2249,0,2,1,1,2,0,2,1,1,100
2,1713,0,0,80,8485,579,2074,170,0,4,1,3,5,0,2,0,1,100
0,89,0,0,74,7874,862,1554,1198,0,6,2,1,2,5,2,0,1,100
1,209,0,0,19,3201,49,899,2502,0,0,1,1,2,3,0,0,1,100
0,0,0,0,17,4845,793,2740,1121,2,6,1,3,1,3,2,0,1,100
3,1590,0,0,60,8280,302,1143,887,0,6,2,1,0,1,2,0,1,100
0,0,1,260,16,3861,1209,3005,2139,0,7,2,0,0,14,2,0,1,100
0,126,0,0,15,1861,1224,2291,1392,0,7,1,1,2,2,1,0,1,100
1,82,0,0,31,5760,0,2653,469,0,5,0,0,0,1,2,0,1,100
8,1942,0,0,116,8826,0,596,2526,0,6,1,1,0,5,2,0,1,100
0,0,0,0,4,1689,0,3950,2107,0,7,1,1,1,1,1,0,1,100
6,1641,0,0,30,5493,277,946,617,0,5,1,3,5,1,0,0,1,100
1,149,0,0,17,2858,0,1663,2184,0,6,0,0,2,1,0,0,0,100
0,0,0,0,49,7436,0,205,2364,0,7,1,2,1,2,0,0,1,100
2,500,1,228,15,3390,1061,3998,1376,1,6,1,1,0,2,2,0,1,100
0,1,0,0,77,7874,567,2885,0,0,1,1,1,0,1,2,0,1,100
3,866,0,0,166,8999,276,353,68,0,0,1,1,0,0,2,0,1,100
1,1019,0,0,16,4529,58,1553,1768,0,1,1,1,5,1,0,0,1,100
1,563,0,0,38,3787,0,130,0,0,6,0,1,0,9,2,0,1,100
0,0,0,0,7,3531,0,3473,2366,0,6,1,4,2,1,0,0,1,100
0,0,0,0,9,2628,0,2443,2053,1,6,1,1,3,1,0,0,1,100
1,118,0,0,18,5745,0,993,2157,0,5,1,1,2,1,1,0,1,100
1,369,0,7,12,5581,0,3074,2530,0,6,1,2,6,1,2,0,0,100
3,65,0,0,9,1129,0,1655,2113,0,4,0,0,0,2,1,0,1,100
0,0,0,0,32,4881,0,401,1912,0,1,1,1,3,1,0,0,1,100
0,2,0,2,74,6083,616,1781,1056,3,6,1,1,0,2,2,0,1,100
4,834,1,120,41,5999,0,308,1933,0,5,1,1,0,6,0,0,0,100
1,156,0,0,0,0,0,4164,0,0,9,0,0,0,4,0,0,1,100
6,352,0,0,114,8810,930,2581,672,0,7,1,1,2,0,2,0,1,100
3,390,0,0,134,8688,1011,2123,0,0,7,0,0,0,1,2,0,1,100
0,12,0,0,23,3700,509,669,2046,0,7,0,0,1,9,2,0,0,100
1,401,0,0,25,6741,0,1711,2448,0,5,1,1,0,1,2,0,1,100
3,131,0,0,14,1765,0,2443,2408,0,5,0,0,0,1,0,1,1,100
0,36,0,0,23,3093,0,642,2499,0,7,0,2,0,3,0,0,1,100
5,1861,0,0,50,7101,0,225,1687,0,2,0,0,1,1,0,0,1,100
6,1046,0,0,42,4358,0,208,2132,0,1,1,1,4,1,0,0,1,100
5,2498,0,0,29,7027,0,634,2249,0,4,1,1,0,3,2,0,1,100
4,648,0,0,39,5345,245,1004,1674,0,3,1,1,4,5,2,0,1,100
0,238,0,8,10,3753,0,1905,2530,0,6,0,0,5,1,1,0,1,100
0,1,1,0,63,8090,950,2948,0,0,3,0,0,1,1,2,0,1,100
1,169,0,0,22,7275,0,615,2301,0,6,1,1,2,2,0,0,1,100
5,987,0,118,73,5653,144,295,1841,0,6,3,1,5,1,1,1,0,100
1,465,0,0,30,3550,805,2265,2148,0,7,1,2,0,1,2,0,0,100
5,1494,0,11,48,4968,0,797,1185,0,5,0,0,0,1,2,0,1,100
3,2918,1,126,90,9066,626,2738,2060,0,7,0,0,2,3,2,0,1,100
8,2180,1,214,20,5969,146,1836,1342,0,5,1,1,2,1,1,0,1,100
6,2363,0,0,28,3634,0,821,1240,0,7,0,0,3,3,1,0,1,100
1,520,1,62,9,3267,35,3848,1402,0,6,1,2,1,2,2,0,1,100
1,56,1,58,37,5352,0,602,0,0,0,1,1,0,8,0,0,1,100
3,1918,0,0,16,4701,130,3058,2269,0,2,3,3,4,7,2,0,1,100
4,1027,0,0,15,2957,0,367,2571,0,1,6,11,7,18,0,0,0,100
5,1360,0,0,37,6610,75,733,1364,0,2,1,1,2,4,2,1,1,100
0,0,0,0,7,1173,1562,4226,2278,0,7,1,2,0,1,2,0,1,100
5,896,0,2,39,5330,1362,1897,1196,0,6,1,1,4,1,2,0,1,100
0,0,0,50,31,6647,0,117,1598,0,5,0,0,0,2,1,0,1,100
0,273,0,0,60,7792,0,404,949,0,5,1,1,0,4,2,0,1,100
8,2689,1,332,99,9205,319,2192,2319,0,7,0,2,2,1,2,0,1,100
6,2605,1,85,25,4064,147,1324,2503,0,5,1,1,3,6,0,0,1,100
0,0,0,0,10,4036,0,2461,2110,0,6,1,1,1,3,0,0,1,100
0,24,0,15,109,7945,1,1516,220,1,6,1,1,6,1,2,0,1,100
2,912,0,0,25,1957,0,260,1657,0,1,2,0,2,0,2,1,1,100
5,486,0,0,27,5074,0,1161,2274,0,6,2,1,3,2,2,0,0,100
1,67,2,217,171,9435,227,1208,1940,0,7,1,1,0,1,2,0,1,100
0,3,0,0,16,3610,0,2970,2381,0,6,0,0,0,2,1,0,1,100
6,1137,0,0,43,6304,0,234,2666,0,1,6,11,7,18,0,0,1,100
3,1057,1,132,40,6425,350,3154,1840,0,5,1,2,1,1,2,0,0,100
1,113,0,0,30,5712,135,1745,1602,0,6,1,1,0,1,0,0,1,100
8,2163,2,222,22,5978,149,1888,1300,0,5,1,1,2,1,2,0,1,100
0,71,0,0,17,5478,0,993,2430,0,5,1,1,1,1,0,0,1,100
1,1391,0,0,6,1067,0,2944,2343,0,6,1,1,3,2,1,0,1,100
0,0,0,13,37,6374,317,3499,0,0,7,1,1,0,1,2,0,1,100
5,747,0,0,4,308,0,2502,1732,0,1,1,0,4,5,2,0,1,100
6,1183,0,52,23,4787,0,1108,2367,0,6,1,3,1,3,2,1,1,100
5,1641,1,194,32,7191,141,1193,1924,0,5,2,1,0,0,2,0,0,100
0,2,0,0,20,3114,0,814,1320,0,7,0,0,2,6,1,0,1,100
11,3260,0,28,117,8516,0,281,1703,0,6,1,1,6,2,2,0,1,100
0,0,2,670,58,6759,0,322,2674,0,4,1,2,1,1,2,0,1,100
0,0,0,0,55,7487,0,169,2452,0,7,1,2,0,7,0,0,1,100
6,2522,0,0,12,1797,0,1117,2299,0,6,0,0,2,1,0,0,1,100
3,1716,0,104,14,6690,0,1208,1880,0,5,1,1,0,1,2,0,1,100
2,1033,0,0,1,106,0,3794,0,0,8,1,0,2,3,0,0,1,100
0,0,0,0,9,3646,0,2672,2269,0,2,1,1,6,1,2,0,1,100
6,2680,0,0,21,3917,0,965,2447,0,5,1,1,3,6,0,0,1,100
2,25,0,15,21,3622,0,792,2117,0,6,1,1,1,14,2,0,0,100
1,202,0,0,21,5216,34,2158,1684,0,7,1,1,0,11,2,0,1,100
0,0,0,0,24,6091,909,3094,1700,0,5,1,1,0,0,2,0,1,100
0,92,0,0,10,4925,0,3813,1892,0,3,0,0,2,1,2,0,0,100
1,130,0,0,24,5536,85,1819,1962,0,7,1,1,2,1,2,0,1,100
0,0,0,0,20,3388,0,353,1709,1,6,1,2,0,3,1,0,1,100
7,2046,0,0,42,8423,66,1049,1098,0,2,2,1,1,1,2,0,1,100
1,272,0,0,57,8689,954,2995,826,0,7,1,1,3,0,2,0,1,100
0,0,0,119,31,4462,0,369,1619,0,6,1,2,7,1,0,0,1,100
0,0,0,147,94,7924,12,1043,0,0,7,1,1,0,1,2,0,1,100
4,405,0,0,2,65,0,3213,0,0,7,1,1,1,1,1,0,1,100
3,1619,0,0,19,4404,216,1354,671,0,2,0,0,2,0,2,0,1,100
1,1215,0,26,25,5984,808,3264,1829,0,6,0,0,1,2,2,0,0,100
8,2113,1,187,19,6030,308,1991,1402,0,5,1,1,2,1,2,0,1,100
0,0,0,0,38,6387,77,2567,0,0,7,1,1,7,8,0,0,1,100
0,0,0,0,14,433,0,1105,2144,0,7,1,1,4,1,0,0,1,100
2,191,0,0,25,4375,1007,3554,1128,0,4,0,0,1,0,2,0,1,100
0,55,0,0,29,5924,84,695,1914,0,5,1,1,1,1,2,0,1,100
0,0,0,57,10,2379,0,39,2249,0,1,1,1,1,1,0,0,1,100
6,1105,0,0,136,9321,405,758,1635,0,6,1,1,1,11,2,0,1,100
3,806,0,140,53,7663,543,911,1208,0,2,0,0,4,1,2,0,1,100
2,91,0,0,16,4218,0,2129,2484,0,6,0,0,1,1,1,0,1,100
0,0,0,0,36,5182,651,889,2190,0,5,1,9,2,3,1,0,1,100
2,400,0,168,52,4675,0,575,237,0,5,0,2,1,0,1,0,1,100
1,2295,0,82,14,3823,0,223,1965,0,6,2,1,1,5,2,1,1,100
3,656,0,0,50,4926,634,2485,1843,0,6,1,2,2,2,2,0,1,100
0,0,0,185,97,7903,16,989,0,0,7,1,1,0,1,2,0,1,100
0,0,0,0,2,440,0,4052,1911,0,8,0,3,1,8,2,0,1,100
0,0,0,0,34,4480,0,499,2343,0,6,1,1,4,2,1,0,1,100
0,14,0,0,98,7978,0,1421,129,1,6,1,1,3,2,2,0,1,100
3,318,0,99,63,4835,0,328,140,0,2,1,3,1,1,1,1,1,100
7,1129,0,0,25,7483,0,719,1692,0,7,1,1,2,1,0,1,1,100
0,412,0,0,37,4786,1302,3502,2290,0,2,0,0,2,1,1,0,1,100
3,622,0,0,34,7836,0,1354,882,0,5,1,1,2,0,2,0,1,100
2,512,0,43,92,8716,0,282,0,0,7,1,1,1,1,0,0,1,100
2,391,0,34,118,9046,303,1097,843,0,7,1,1,1,0,2,0,1,100
1,32,0,0,26,3077,0,698,2501,0,6,1,2,1,6,0,0,0,100
0,30,1,30,23,6900,3,699,1074,0,1,1,1,0,0,0,0,1,100
9,2790,0,0,57,7449,157,952,2376,0,5,0,3,0,3,2,0,0,100
5,2346,0,0,29,6135,46,1190,2463,0,2,1,2,3,3,2,0,0,100
0,0,0,0,24,2658,548,1127,1543,4,6,2,1,0,0,2,1,1,100
1,75,0,0,23,6574,1296,3175,1289,0,4,1,1,4,0,2,0,1,100
1,8,0,0,24,5069,1490,3438,1675,1,5,1,1,4,11,2,0,1,100
2,903,1,778,11,2730,0,393,2315,0,4,0,0,0,8,0,0,0,100
5,816,0,8,24,6335,0,1799,856,0,6,0,1,0,3,1,0,1,100
7,1901,0,64,23,6184,737,2393,1671,0,6,3,0,2,1,2,0,1,100
0,0,0,0,32,4924,0,1055,1562,1,2,1,3,3,0,1,0,1,100
2,215,0,5,77,5765,0,391,0,0,8,1,1,0,0,1,0,1,100
3,2242,0,51,85,9066,314,1031,503,0,6,1,1,0,2,2,0,1,100
0,0,0,0,10,3723,0,2808,2534,0,5,0,0,0,6,2,0,1,100
4,557,0,0,9,614,0,941,0,0,8,1,3,3,1,1,0,1,100
0,0,1,121,13,1505,0,836,1162,0,5,1,1,1,4,2,0,1,100
3,624,0,40,120,8442,957,2418,0,0,7,1,3,1,1,2,0,1,100
0,142,0,0,41,5845,79,2684,485,0,5,0,0,0,1,2,1,1,100
0,18,0,0,15,3900,0,1007,2282,0,3,0,0,2,1,0,0,1,100
0,0,0,0,18,3408,0,1000,2591,0,6,0,0,0,1,1,0,1,100
0,153,0,0,13,2880,0,1665,2135,0,6,0,0,2,1,0,0,1,100
0,92,0,0,21,6567,0,1633,2437,0,2,1,1,2,1,2,0,1,100
4,377,0,0,48,6175,657,1836,1530,0,6,1,1,0,3,2,0,1,100
1,297,0,0,38,6653,0,189,1294,2,6,0,0,2,3,0,1,1,100
0,0,0,0,38,3578,0,139,2011,0,6,1,0,0,0,2,0,0,100
0,0,0,0,24,2626,0,2136,263,3,6,1,1,5,1,2,1,1,100
0,0,0,0,58,7207,278,2053,0,0,7,0,0,4,8,2,0,1,100
0,0,0,0,27,4749,0,280,2584,0,4,0,1,0,4,0,0,1,100
0,0,0,0,9,4140,0,2443,2617,0,6,0,0,2,1,0,0,1,100
3,2324,0,77,31,7290,1075,3378,1468,0,2,0,0,3,6,2,0,1,100
0,202,1,238,12,6437,153,2131,2022,0,5,1,1,2,2,2,0,1,100
3,374,0,0,2,53,0,3473,0,0,7,1,1,4,1,0,0,1,100
5,906,0,0,25,3809,0,2443,1506,1,4,0,0,2,7,2,0,1,100
1,1012,0,126,54,5527,0,358,1501,2,5,1,1,5,3,1,0,1,100
5,975,1,47,56,7695,243,2251,1858,0,6,1,1,1,5,2,0,1,100
7,1231,0,32,67,7597,574,2502,2125,0,6,2,1,1,4,2,0,1,100
4,1038,0,0,41,7660,0,913,2057,0,6,1,1,3,1,2,0,0,100
0,1,0,0,20,3085,0,415,1943,2,5,0,0,0,3,0,0,1,100
4,613,0,0,27,7217,0,456,2295,0,7,1,1,0,1,1,0,1,100
1,61,0,6,14,4066,0,1958,2438,0,8,0,0,3,1,2,0,1,100
0,0,0,0,34,3206,0,1047,336,0,3,1,1,2,2,2,0,1,100
1,22,0,230,20,3935,1117,3152,2118,0,7,2,1,0,17,2,0,1,100
3,549,0,0,19,5100,0,699,2282,0,3,2,0,1,2,1,0,0,100
1,109,0,0,6,804,0,0,2521,0,4,1,1,2,1,0,0,1,100
5,574,0,0,4,190,0,2764,0,0,1,6,11,7,18,1,0,1,100
0,133,0,0,16,3012,0,398,2638,0,6,1,1,1,1,1,0,1,100
0,8,0,0,7,651,0,2758,2339,0,6,1,1,0,0,0,0,1,100
3,580,0,0,16,3039,0,696,2520,0,6,2,0,0,2,1,0,1,100
2,114,0,0,3,380,0,2528,0,0,7,1,1,2,1,0,0,1,100
0,0,0,0,7,2641,1609,2380,2240,0,6,2,1,1,3,1,0,1,100
0,0,0,0,17,2397,1735,4317,1900,2,6,0,3,3,1,2,0,1,100
0,54,0,0,17,7232,0,2646,1864,0,5,2,6,1,2,2,0,0,100
0,37,0,0,18,4608,0,13,2382,0,3,1,1,4,1,0,0,1,100
3,600,0,0,15,7607,0,1550,770,0,2,1,2,1,0,2,0,1,100
2,224,0,0,2,76,0,3337,0,0,7,1,1,5,6,1,0,1,100
1,190,0,0,13,1540,0,0,2404,0,2,1,3,1,2,0,0,0,100
4,2772,0,61,22,4663,332,2871,1193,0,4,0,4,1,3,2,0,1,100
3,1708,0,110,15,6704,0,1208,1882,0,5,1,1,0,1,2,0,1,100
0,93,0,0,18,3001,0,2126,1160,0,6,1,1,0,0,2,0,1,100
4,2594,0,601,57,7991,78,840,2257,0,4,1,1,5,4,2,0,1,100
0,4,0,0,8,1476,1391,3837,1288,0,8,1,2,1,0,1,0,1,100
2,289,0,19,71,9161,1320,3082,0,0,7,0,0,2,4,2,0,1,100
0,169,0,0,27,2818,865,2443,2130,0,4,0,0,0,0,2,0,1,100
0,0,0,0,48,6960,0,218,701,0,4,1,0,1,6,2,1,1,100
0,0,0,0,7,1904,1501,4191,2455,0,6,1,1,2,0,2,0,1,100
0,0,0,82,91,8492,174,778,483,0,6,1,1,0,2,2,0,1,100
0,36,0,0,19,4481,0,818,1826,0,6,1,1,0,1,2,0,1,100
7,1507,0,0,50,8111,312,676,2416,0,6,1,2,4,1,2,1,0,100
4,1082,0,25,22,4488,827,3819,1436,0,3,1,1,1,2,2,0,1,100
9,2593,1,377,100,9241,202,2038,2302,0,7,1,2,1,1,2,0,1,100
4,1145,0,6,64,8315,892,1781,1185,0,5,2,1,0,0,2,0,1,100
0,0,0,0,4,1349,1666,4364,1143,0,7,0,0,4,0,2,0,1,100
0,0,0,0,9,3835,0,3301,2565,0,2,1,1,2,1,0,0,0,100
5,728,0,0,170,9075,60,544,810,0,7,1,1,0,1,2,0,1,100
0,0,0,0,13,3253,1600,2148,2246,0,7,2,0,2,1,0,0,1,100
9,3077,0,0,41,7604,481,1280,1044,0,2,1,4,0,1,2,0,1,100
0,0,0,0,23,3303,0,287,0,0,5,5,1,1,14,0,0,1,100
2,724,0,0,13,1612,0,1431,1945,0,6,1,1,1,1,0,0,1,100
3,1716,0,0,74,7909,772,3534,51,0,7,1,1,1,0,2,0,1,100
0,0,0,0,63,7658,0,147,2517,0,7,1,1,1,1,1,0,1,100
2,407,0,0,25,3333,0,433,2352,0,7,0,3,0,4,0,0,1,100
0,0,0,0,15,2530,0,1308,2614,0,7,0,6,2,5,1,0,1,100
0,0,0,0,21,5765,0,2877,43,0,6,0,0,0,6,2,1,1,100
7,2203,0,0,104,8697,1023,2435,104,0,7,1,1,0,1,2,0,1,100
0,0,0,0,58,5931,0,71,2467,0,6,0,0,3,1,0,0,1,100
0,0,0,0,1,35,0,0,2263,0,9,0,0,4,1,0,0,1,100
7,3222,0,29,31,5180,519,793,1303,0,1,1,8,5,1,0,0,1,100
0,1,0,0,9,2329,0,22,2398,0,2,2,4,2,6,0,0,0,100
0,0,0,0,10,1135,1621,3915,1887,0,7,1,1,0,0,2,0,1,100
0,15,1,325,58,8762,1262,3716,0,0,7,0,3,0,0,2,0,1,100
1,305,0,0,67,6737,112,876,2080,0,6,1,1,3,9,2,0,0,100
0,0,0,0,13,3012,0,592,2365,0,3,1,1,1,1,0,0,1,100
0,0,1,12,71,6279,611,1785,0,0,1,0,0,1,1,0,0,1,100
0,65,0,0,46,5885,326,3069,1692,1,3,1,3,4,3,2,0,0,100
0,43,1,130,28,5556,0,789,20,0,1,1,2,0,8,0,0,1,100
2,418,0,0,17,2702,0,1368,2261,0,6,0,0,3,1,1,0,1,100
0,0,0,0,80,7003,556,2900,21,0,8,1,1,2,0,2,0,1,100
0,11,0,0,17,4715,0,68,2579,0,2,0,0,0,1,0,1,1,100
6,2020,0,0,143,8988,57,695,343,0,5,1,1,1,4,2,0,1,100
3,563,0,0,23,4109,1248,3740,1293,0,6,1,0,3,7,2,0,1,100
0,0,0,0,8,2239,1444,2228,2502,0,7,2,1,0,15,2,0,1,100
0,0,0,0,18,2512,0,1055,1125,0,3,2,0,0,1,0,0,1,100
0,181,0,0,17,3207,0,899,2538,0,0,1,1,2,2,0,0,1,100
1,24,0,0,36,6714,43,573,580,0,1,1,1,1,0,2,0,1,100
0,0,0,0,3,523,0,3754,2120,0,6,1,0,0,2,2,0,1,100
0,20,0,96,34,8342,403,2551,2203,0,1,1,1,0,1,2,0,0,100
0,14,0,0,18,4733,0,1594,1973,0,5,1,1,1,8,1,0,1,100
11,3175,0,46,20,6060,889,2784,2547,0,5,1,1,0,6,2,0,1,100
8,3148,0,12,130,9182,91,2846,747,0,7,1,1,0,2,2,0,1,100
0,0,0,0,8,2547,0,2791,1154,0,1,0,0,0,1,0,1,1,100
2,149,0,0,28,5810,9,2560,505,0,5,1,1,0,1,2,0,1,100
1,210,1,498,28,6334,882,2153,1852,0,5,1,1,4,2,2,0,1,100
0,0,0,0,2,196,0,0,2023,0,9,1,1,2,0,2,0,1,100
4,443,0,0,15,4634,0,969,32,0,7,0,0,0,6,0,0,1,100
1,222,0,250,45,5996,54,830,195,0,5,0,4,1,0,2,0,1,100
3,2062,0,60,98,9261,299,1300,418,0,6,1,1,3,3,2,0,1,100
5,3022,0,0,38,7500,26,1066,389,0,6,1,1,0,3,2,0,1,100
1,252,0,0,80,7677,944,1511,0,0,7,0,0,1,1,2,0,1,100
3,2795,0,19,25,5352,263,283,2474,0,2,1,1,2,1,0,0,0,100
0,0,0,0,9,2841,0,2381,1839,0,6,0,0,1,1,1,0,1,100
0,0,0,0,9,1025,0,2665,1401,4,5,1,2,1,2,2,1,1,100
9,3109,0,0,53,7308,414,913,566,0,6,1,1,2,5,0,0,1,100
4,1074,0,81,46,7978,0,136,2177,0,7,1,3,0,0,2,0,0,100
0,256,0,0,59,7780,0,406,944,0,5,1,1,0,4,2,0,1,100
0,0,0,0,61,4465,246,320,2656,0,3,2,6,4,5,1,0,1,100
3,701,0,115,28,5622,367,1101,1695,0,5,1,1,0,1,2,0,1,100
1,1023,0,76,39,5555,0,317,1504,1,3,1,1,4,2,1,0,1,100
0,33,0,0,4,1782,0,0,1974,0,7,1,4,1,1,1,0,0,100
5,1942,0,0,113,9261,165,1124,358,0,7,1,1,4,2,2,0,1,100
0,0,0,0,14,2578,0,1347,2603,0,6,0,6,2,4,1,0,1,100
1,777,0,32,21,6034,0,531,2084,0,1,1,3,0,1,0,0,1,100
0,0,0,0,2,233,0,0,2030,0,9,1,1,2,0,2,0,1,100
8,1227,0,194,52,7324,85,2331,164,0,5,1,1,6,0,2,0,1,100
0,1,0,0,21,2208,1714,4200,1763,3,6,0,0,2,2,2,0,1,100
0,0,0,13,39,6682,837,3458,0,0,7,0,0,0,1,2,0,1,100
1,1742,0,0,13,1680,0,1289,2528,0,7,0,0,0,15,1,0,1,100
2,734,0,0,18,4569,0,1369,1629,0,3,0,0,0,0,0,1,1,100
2,145,0,0,2,49,0,3393,0,0,8,1,1,2,4,0,0,1,100
1,208,0,0,6,903,0,3101,2218,0,3,1,3,0,4,0,0,1,100
0,104,0,0,153,9254,822,2573,151,0,7,1,1,0,0,2,0,1,100
1,673,0,6,50,7578,0,1491,2152,0,8,1,1,3,11,2,0,1,100
2,1171,0,0,5,1040,0,3101,2565,0,6,1,1,5,1,0,0,1,100
0,0,0,38,76,7788,933,1922,152,0,7,2,1,0,1,2,0,1,100
0,0,0,0,12,3871,0,3722,2383,0,5,1,3,2,2,2,0,0,100
2,625,0,0,15,2698,0,376,2677,0,4,0,0,0,3,0,1,0,100
4,957,1,174,16,6028,0,248,2138,0,6,1,2,2,2,0,0,1,100
6,2753,0,62,57,8849,297,2909,1378,0,6,0,0,0,5,2,0,1,100
0,0,0,0,23,5068,0,745,2572,0,5,1,2,0,2,0,0,1,100
0,15,0,0,21,5341,0,695,1220,0,6,0,6,1,4,0,0,1,100
2,334,0,0,78,8182,0,380,950,0,6,2,1,2,0,2,0,1,100
1,518,0,106,10,6612,0,2052,2329,0,6,1,1,1,1,2,0,1,100
2,390,0,170,138,8318,0,245,1003,0,6,3,0,3,0,2,0,1,100
1,4,0,0,8,1451,1405,3889,1333,0,8,1,2,0,0,2,0,1,100
6,2639,0,0,25,4908,0,115,407,0,1,0,8,0,2,0,0,1,100
0,4,0,0,7,1412,1359,3797,1336,0,8,1,2,0,0,1,0,1,100
0,0,0,0,55,4044,520,2215,177,0,2,0,0,0,1,2,1,1,100
6,937,0,7,29,5680,9,656,1813,0,6,2,1,2,2,0,0,0,100
0,220,0,0,39,7662,0,1302,1287,0,5,1,2,0,1,2,0,1,100
5,1909,0,56,21,3572,460,899,1098,0,6,1,1,1,5,2,0,1,100
1,700,0,0,26,2998,1252,2413,2239,0,4,0,1,0,0,1,0,1,100
5,979,0,0,9,758,894,1690,0,0,4,1,0,3,2,2,0,1,100
0,91,0,0,8,869,0,2720,1439,4,5,1,1,1,3,2,0,1,100
6,2532,0,0,26,3461,0,761,1039,0,7,0,0,4,1,1,0,1,100
0,19,0,0,12,850,0,585,0,0,7,1,1,2,1,0,0,1,100
0,0,0,0,3,1700,0,4143,1977,0,8,1,1,1,1,0,0,1,100
2,197,0,0,16,3526,0,918,2622,0,4,0,0,2,1,0,0,1,100
6,1422,0,0,21,3380,1300,2365,1121,0,9,0,0,5,1,2,0,0,100
2,258,0,0,18,3449,0,851,2644,0,4,1,1,2,1,0,0,1,100
4,786,0,9,30,3817,0,54,2112,0,4,1,5,2,1,2,0,1,100
2,335,0,0,25,3291,0,486,2364,0,7,0,3,0,4,0,0,1,100
0,0,0,0,28,4830,0,341,856,0,7,1,1,3,1,2,0,1,100
2,293,0,0,59,7620,1143,2758,1341,0,6,1,1,0,7,2,0,0,100
1,159,0,32,35,6841,0,562,518,0,2,1,0,3,2,2,0,1,100
0,0,0,0,26,3481,0,201,1804,0,6,1,2,1,2,0,0,1,100
1,171,0,0,44,5736,772,2853,2039,0,0,1,2,2,2,2,0,0,100
3,1660,0,0,81,8823,133,171,241,0,0,1,1,5,3,2,0,1,100
1,1330,0,0,10,3178,0,883,1957,0,7,0,0,4,0,0,0,1,100
0,0,0,0,26,5000,0,941,912,0,5,0,0,3,1,2,0,1,100
0,0,0,497,57,8485,17,252,385,0,0,1,2,0,7,2,0,1,100
4,1059,0,0,51,6434,0,270,2312,0,3,1,0,4,1,1,1,1,100
0,0,0,0,17,3982,0,45,2306,2,5,4,1,7,0,0,0,1,100
0,0,0,0,32,4857,1007,1679,419,0,6,1,0,0,1,2,0,1,100
6,2981,0,56,27,6666,1063,2831,1370,0,5,1,1,3,2,2,0,1,100
1,658,0,0,21,3178,942,2198,2223,0,6,0,0,1,1,1,0,0,100
1,180,0,0,72,5952,138,579,302,0,7,1,1,0,0,2,0,1,100
1,43,3,296,26,7798,253,3108,2113,0,6,2,1,0,9,2,0,1,100
2,1122,0,0,20,5797,964,3049,1895,0,6,0,0,2,2,2,0,0,100
3,1628,0,0,65,8959,6,36,2689,0,7,2,0,6,0,0,0,0,100
0,0,0,0,58,7587,608,1940,76,0,7,1,1,0,1,2,0,1,100
0,0,0,0,67,6648,461,2958,28,0,8,1,1,5,2,2,0,1,100
1,87,0,0,66,6170,266,482,577,0,7,1,1,0,0,2,0,1,100
0,0,0,0,8,2055,0,3817,1887,0,8,0,0,4,2,1,0,1,100
0,154,0,0,18,3241,0,917,2548,0,1,1,1,2,2,0,0,1,100
5,1035,1,58,65,7578,504,2443,1842,0,7,1,0,0,6,2,0,1,100
2,841,0,43,39,5379,371,2093,2359,0,1,1,1,2,9,2,0,0,100
8,2073,0,0,57,8622,0,540,1472,0,4,0,1,6,5,0,0,1,100
5,1606,0,0,59,6420,266,975,1034,0,7,1,1,2,5,2,0,1,100
3,239,0,0,11,1366,0,3703,704,0,4,1,1,3,4,2,1,1,100
0,0,0,0,9,966,1341,3352,1532,0,6,0,0,3,1,1,0,1,100
0,1,0,26,47,6331,0,72,1596,0,6,1,1,0,1,2,0,1,100
0,0,0,0,59,7430,514,3141,0,0,7,0,4,0,5,2,0,1,100
0,0,0,164,52,5851,209,1270,2445,0,6,3,0,0,6,2,0,0,100
3,489,0,0,151,8998,246,860,719,0,7,1,1,0,0,2,0,1,100
0,0,0,0,30,4937,0,0,2589,0,7,0,0,5,1,0,0,1,100
0,8,0,0,25,5732,0,2932,105,0,6,1,1,0,4,2,0,1,100
2,89,0,155,108,8524,258,413,1262,0,6,1,3,0,1,2,0,1,100
2,654,0,0,24,5647,0,1981,1277,0,1,1,1,2,1,2,0,1,100
3,300,0,0,186,9206,280,1150,560,0,7,1,1,0,1,2,0,1,100
0,0,0,0,8,4886,0,3489,2081,1,4,0,1,6,2,2,0,1,100
4,1296,0,121,39,6997,0,945,1856,0,6,1,1,0,2,2,0,0,100
3,686,0,0,6,951,0,3105,215,0,5,1,3,6,11,0,0,1,100
0,89,0,0,22,3388,0,1054,1367,0,5,1,1,1,1,1,0,1,100
0,0,0,0,8,1198,1642,4023,1610,0,7,1,0,1,0,2,0,1,100
1,2247,0,0,12,4927,0,3427,2007,0,4,1,2,1,5,2,0,1,100
